Q,A,label,,,,
유광현 교수님의 태권도의이론과실제 수업 퀴즈 있어?,퀴즈 없음,57,,,,
유광현 교수님의 태권도의이론과실제 수업 난이도는?,"낮은 편.

교수님이 하나하나 자세히 알려줘서 “좋은 성적 받기 쉬웠다”는 평가 존재.",57,,,,
유광현 교수님의 태권도의이론과실제 수업 팀플 있어?,팀플 없음,57,,,,
유광현 교수님의 태권도의이론과실제 수업 시험 어떻게 나와?,"실기 위주

실기 동작 + 기본 이론 정도

난이도는 어렵지 않으며, 교수님이 시험을 위해 필요한 부분을 잘 알려주시는 스타일

실기 중심이라 “따라만 하면 점수 잘 나온다”는 분위기",57,,,,
"목요일 1,2 교양 뭐 있어?",유광현 교수님의 태권도의이론과실제 수업이 있어,57,,,,
"목요일 1,2 교양 알려줘",유광현 교수님의 태권도의이론과실제 수업이 있어,57,,,,
웨이트트레이닝이론과실제 수업 온라인 수업이야?,"대면 수업이야.

실기 중심이라 직접 운동 동작을 배우는 방식",58,,,,
웨이트트레이닝이론과실제 수업 프로젝트 있어?,"프로젝트 없음.

대신 중간 레포트 1개가 프로젝트처럼 평가됨.",58,,,,
웨이트트레이닝이론과실제 수업 중간고사 있어?,"중간은 필기시험 대신 레포트 제출(대체 과제).

분량과 자세함에 따라 점수 갈린다는 평가.",58,,,,
웨이트트레이닝이론과실제 수업 기말고사 있어?,"기말 필기시험 있음(대면) 미리 문제를 알려주긴 하지만, 시험 공지가 불명확함 시간제한 갑자기 말함
문제 해석이 이상하거나 모순된 지시
등이 리뷰에서 매우 많이 언급됨.",58,,,,
웨이트트레이닝이론과실제 수업 과제 있어?,중간 대체 레포트 1개.,58,,,,
웨이트트레이닝이론과실제 수업 과제 어려워?,"어렵다는 평가 많음.

분량·디테일에 따라 점수 차이 큼.

성적 기준이 명확하지 않아 불만이 많음.",58,,,,
웨이트트레이닝이론과실제 수업 교수님 어때?,"운동 자세를 정확하게 가르쳐주지 못한다는 의견 다수 존재
소통이 잘 안 되고 공지가 불친절하다는 평가
수업 퀄리티가 낮고 내용이 거의 남지 않는다는 반응 많음
시험 설명이 바뀌거나 모순된 지시를 한다는 평가
일부 학생은 ""그럭저럭 괜찮았다"" 정도의 반응을 남김",58,,,,
웨이트트레이닝이론과실제 수업 퀴즈 있어?,퀴즈 없음,58,,,,
웨이트트레이닝이론과실제 수업 난이도는?,"난이도 자체는 실기라 어려운 편은 아니지만,
시험 문제·지침·평가 기준 때문에 난이도가 오히려 올라가는 느낌

실기 자체는 “그냥 운동 수준”이라 쉬운 편.",58,,,,
웨이트트레이닝이론과실제 수업 팀플 있어?,팀플 없음,58,,,,
웨이트트레이닝이론과실제 수업 시험 어떻게 나와?,"중간 → 레포트

기말 → 대면 필기시험

교수님이 시험 문제 일부를 미리 알려주지만

문제 지시가 중간/후반에 서로 다르게 바뀌고

여러 의미로 해석되는 문제가 있음

시간 제한을 뒤늦게 말함
등으로 학생들이 가장 많이 불만을 표함.",58,,,,
유튜버와영상제작 수업 온라인 수업이야?,"대면 수업이야.

컴퓨터실에서 프로그램 사용하며 직접 영상 제작함",59,,,,
유튜버와영상제작 수업 프로젝트 있어?,"중간·기말 영상 제작 과제가 프로젝트 역할을 함.

영상(쇼츠/릴스 형태)을 직접 만들어 제출해야 함.",59,,,,
유튜버와영상제작 수업 중간고사 있어?,중간시험 없음.대신 직접 영상 제작(쇼츠 1개)이 중간 평가.,59,,,,
유튜버와영상제작 수업 기말고사 있어?,"기말시험 없음.

기말도 영상 제작(쇼츠 영상 + 유튜브 업로드)으로 대체.",59,,,,
유튜버와영상제작 수업 과제 있어?,"중간 영상 1개 + 기말 영상 1개

수업시간에 편집 실습 진행하며 별도의 과제는 거의 없음.

기말 영상은 자신의 유튜브 채널에 공개 업로드해야 함.",59,,,,
유튜버와영상제작 수업 과제 어려워?,"편집/영상 제작 경험 있으면 매우 쉬움

초보자도 교수님이 계속 돌아다니며 알려주기 때문에 무난

하지만 창의력이 부족하면

영상 주제 잡기

차별화 만들기가
꽤 어렵다는 리뷰 존재

학생들이 서로 직접 평가(동료평가) 하는 게 부담스럽다는 의견도 있음.",59,,,,
유튜버와영상제작 수업 교수님 어때?,"엄청 친절함 / 천사같음 / 나긋나긋하고 편안함 . 모르면 자리로 와서 1:1로 피드백
이름 외우고 개별적으로 도와주려는 스타일
진도 못 따라오면 다음 주에 다시 챙겨주시는 분 학생들 배려를 많이 함",59,,,,
유튜버와영상제작 수업 퀴즈 있어?,퀴즈없음,59,,,,
유튜버와영상제작 수업 난이도는?,"전체적으로 매우 쉬운 교양

따라가기 쉽고 프로그램 난이도 낮음

영상 제작 경험 있으면 난이도 1~2 수준

완전 초보라도 교수님이 계속 알려줘서 무난

단, 창의력·영상 주제 선정은 사람에 따라 난이도가 느껴질 수 있음",59,,,,
유튜버와영상제작 수업 팀플 있어?,팀플 없음,59,,,,
유튜버와영상제작 수업 시험 어떻게 나와?,"중간 → 쇼츠 영상 제작 제출

기말 → 쇼츠 영상 + 유튜브 채널 공개 업로드

시험 대신 영상 결과물을 전원과 함께 시청 + 동료평가

음향, 편집, 연출 등 항목으로 학생들이 서로 평가함

교수님도 개인별로 피드백 제공

가끔 “내 영상이 모두 앞에서 재생되는 것만 부끄럽다”는 리뷰 존재",59,,,,
창작곡과유튜브 수업 온라인 수업이야?,"대면 수업이지만, 분위기는 매우 편안하고 이론 + 실습으로 진행돼. 온라인 강의 느낌처럼 친절하게 하나하나 알려주셔서 부담이 적어.",60,,,,
창작곡과유튜브 수업 프로젝트 있어?,"중간 과제: Musescore로 직접 작곡하기

기말 과제: 본인이 만든 곡에 맞춰 영상 제작 후 유튜브 업로드
프로그램 사용법도 교수님이 직접 기초부터 알려주셔서 비전공자도 가능해.",60,,,,
창작곡과유튜브 수업 중간고사 있어?,중간고사는 작곡 과제로 대체돼.,60,,,,
창작곡과유튜브 수업 기말고사 있어?,기말은 영상 제작 프로젝트 제출이야.,60,,,,
창작곡과유튜브 수업 과제 있어?,"중간: 곡 만들기

기말: 영상 만들기
하지만 학생들 대부분이 ""할 만하다"", ""부담 적다"", ""교수님이 다 도와주신다""고 평가해.",60,,,,
창작곡과유튜브 수업 과제 어려워?,"비전공자라면 처음엔 낯설 수 있지만,
교수님이 차근차근 알려주시고 피드백도 바로바로 해주셔서 전혀 어렵지 않다는 평이 압도적으로 많아.
실용음악과 학생들은 물론이고, 컴공/스과/타전공도 A~A+ 많이 받았다는 리뷰가 많아.",60,,,,
창작곡과유튜브 수업 교수님 어때?,"목소리 나긋나긋

너무 친절함

피드백 바로바로

질문하면 다 알려줌

수업 빨리 끝내주심

학생들 챙겨줌
대부분 “교수님이 진짜 엔젤”, “한 번 더 듣고 싶다” 라는 평가가 많아.",60,,,,
창작곡과유튜브 수업 퀴즈 있어?,퀴즈 없음,60,,,,
창작곡과유튜브 수업 난이도는?,"낮은 편 – 하지만 배우는 건 유익함.
이론은 조금 졸릴 수 있지만, 몰라도 작곡·영상 제작은 할 수 있어.
전공자들이 조금 유리할 뿐이고 비전공자도 충분히 잘함.",60,,,,
창작곡과유튜브 수업 팀플 있어?,전부 개인 작업.,60,,,,
창작곡과유튜브 수업 시험 어떻게 나와?,"시험 자체가 아예 없어.

중간: 직접 만든 음악 제출

기말: 음악 + 영상 제작
작품 퀄리티보다 ‘성실히 만들었는지, 표현하려는 분위기가 있는지’가 더 중요하다고 함.",60,,,,
"화요일 5,6 교양 뭐 있어?",이은화 교수님의 창작곡과유튜브 수업 / 최완욱 교수님의 골프의이론과실제 수업 / 이상연 교수님의 음악을 통한 심리학의 이해 수업 / 이승원 교수님의 천안의 이해 수업 / 박영진 교수님의 성공취업실전 수업이 있어,222,,,,
"화요일 5,6 교양 알려줘",이은화 교수님의 창작곡과유튜브 수업 / 최완욱 교수님의 골프의이론과실제 수업 / 이상연 교수님의 음악을 통한 심리학의 이해 수업 / 이승원 교수님의 천안의 이해 수업 / 박영진 교수님의 성공취업실전 수업이 있어,222,,,,
풋살의이론과실제 수업 온라인 수업이야?,"아니! 전부 오프라인 실습 중심 수업이야.
직접 운동장에서 기본기 연습 + 경기 진행해.",61,,,,
풋살의이론과실제 수업 프로젝트 있어?,"프로젝트는 따로 없어.
대신 리포트 1개 정도가 과제로 나와.",61,,,,
풋살의이론과실제 수업 중간고사 있어?,"있긴 한데, 필기시험이 아니라 풋살 실기(기본기)로 평가해.",61,,,,
풋살의이론과실제 수업 기말고사 있어?,"마찬가지로 풋살 실기 시험이야.
공 다루는 기본기 위주로 보고, 실전 경기 느낌으로 진행돼.",61,,,,
풋살의이론과실제 수업 과제 있어?,"딱 리포트 과제 1개 정도만 있음.
리뷰에선 “부담 없다”고 평가 많아.",61,,,,
풋살의이론과실제 수업 과제 어려워?,"거의 모든 리뷰가 할 만한 수준, 쉽다, 부담 없다라고 함.",61,,,,
풋살의이론과실제 수업 교수님 어때?,"착하시고, 수업도 일찍 끝내주시고, 학생들 잘 챙겨주시는 편이야

풋살 좋아하는 분위기라 전반적으로 편함",61,,,,
풋살의이론과실제 수업 퀴즈 있어?,퀴즈 없음,61,,,,
풋살의이론과실제 수업 난이도는?,"풋살 좋아하면 난이도 아주 낮음.
기본기만 조금 있으면 A, A+ 충분하다는 리뷰가 많아.

풋살을 잘 못해도, 열심히 참여하면 점수 잘 준다는 의견도 있음.",61,,,,
풋살의이론과실제 수업 팀플 있어?,그냥 조별 경기 뛰는 수준이야.,61,,,,
풋살의이론과실제 수업 시험 어떻게 나와?,"중간: 기본기·실기

기말: 실기 경기 또는 기본기 테스트
필기 시험은 없음.
리뷰에서 “개쉬움”, “기본기만 하면 된다”, “재밌게 하면 점수 나온다”라고 함.",61,,,,
김동현 교수님의 골프의이론과실제 수업 온라인 수업이야?,"아니, 전부 오프라인에서 직접 골프 실습하는 수업이야.",62,,,,
김동현 교수님의 골프의이론과실제 수업 프로젝트 있어?,프로젝트는 없고 실기 위주의 수업이야.,62,,,,
김동현 교수님의 골프의이론과실제 수업 중간고사 있어?,중간고사는 필기가 아닌 골프 실기시험으로 진행돼.,62,,,,
김동현 교수님의 골프의이론과실제 수업 기말고사 있어?,기말고사는 실기시험으로 평가해,62,,,,
김동현 교수님의 골프의이론과실제 수업 과제 있어?,과제는 거의 없고 따로 준비해야 할 건 없어.,62,,,,
김동현 교수님의 골프의이론과실제 수업 과제 어려워?,과제가 없어서 난이도 자체가 없어.,62,,,,
김동현 교수님의 골프의이론과실제 수업 교수님 어때?,교수님이 재밌고 잘 가르쳐주셔서 분위기가 좋다는 평가가 많아.,62,,,,
김동현 교수님의 골프의이론과실제 수업 퀴즈 있어?,퀴즈는 전혀 없어.,62,,,,
김동현 교수님의 골프의이론과실제 수업 난이도는?,골프를 잘 치는 학생이 많아 학점 경쟁은 어렵다는 평가가 많아.,62,,,,
김동현 교수님의 골프의이론과실제 수업 팀플 있어?,팀플은 없고 개인 실기 위주야.,62,,,,
김동현 교수님의 골프의이론과실제 수업  시험 어떻게 나와?,시험은 중간·기말 모두 스윙과 기본기 중심의 실기평가로 진행돼.,62,,,,
최완욱 교수님의 골프의이론과실제 수업 온라인 수업이야?,"아니, 전부 오프라인에서 직접 자세 연습과 골프 실습을 하는 수업이야.",63,,,,
최완욱 교수님의 골프의이론과실제 수업 프로젝트 있어?,프로젝트는 없고 가벼운 보고서 두 번만 제출하면 돼.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 중간고사 있어?,중간고사는 정적 자세 실기시험으로 진행돼.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 기말고사 있어?,기말고사도 정면·측면 자세 실기시험으로 평가해.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 과제 있어?,과제는 리포트 2개만 있고 난이도도 낮아.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 과제 어려워?,과제는 자유분량·간단한 내용이라 거의 어렵지 않아.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 교수님 어때?,교수님이 정말 친절하고 열정적이며 모든 학생의 자세를 일일이 봐줄 정도로 수업 퀄리티가 높아.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 퀴즈 있어?,퀴즈는 전혀 없어.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 난이도는?,자세 중심 평가라 운동신경이나 유연성이 부족하면 조금 어려울 수 있지만 기본만 잡히면 평이한 편이야.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 팀플 있어?,팀플은 없고 3~4명 조로 돌아가며 연습만 같이 할 뿐 개인 평가야.,63,,,,
최완욱 교수님의 골프의이론과실제 수업 시험 어떻게 나와?,시험은 스윙·거리 평가가 아니라 정적 자세(정면·측면)의 정확도만 보고 점수 매겨.,63,,,,
김태승 교수님의 골프의이론과실제 수업 온라인 수업이야?,"대부분 오프라인 실습 수업이지만, 특정 학기에는 온라인으로 진행되다가 기말에 갑자기 오프라인 실기시험만 본 경우도 있었다고 해.",64,,,,
김태승 교수님의 골프의이론과실제 수업 프로젝트 있어?,프로젝트는 없고 실기 중심 + 출석 중심의 진행 방식이야.,64,,,,
김태승 교수님의 골프의이론과실제 수업 중간고사 있어?,중간고사는 실기시험 1회로 진행돼,64,,,,
김태승 교수님의 골프의이론과실제 수업 기말고사 있어?,기말고사는 이론시험 1회 + 실기시험 1회로 구성되는 학기도 있었어,64,,,,
김태승 교수님의 골프의이론과실제 수업 과제 있어?,과제는 거의 없고 없는 학기도 있었어.,64,,,,
김태승 교수님의 골프의이론과실제 수업 과제 어려워?,과제가 거의 없어서 과제로 인해 어려움은 없다는 의견이 많아.,64,,,,
김태승 교수님의 골프의이론과실제 수업 교수님 어때?,"가르침이 열정적이고 친절했다는 의견도 있지만, 수업 방식·커뮤니케이션·공정성에 대해 호불호가 매우 크게 갈린다는 리뷰가 많아.",64,,,,
김태승 교수님의 골프의이론과실제 수업 퀴즈 있어?,퀴즈는 거의 없어.,64,,,,
김태승 교수님의 골프의이론과실제 수업 난이도는?,실기 비중이 매우 높아서 골프 경험자나 체육계열 학생들이 유리하다는 평가가 많아.,64,,,,
김태승 교수님의 골프의이론과실제 수업 팀플 있어?,팀플은 없지만 조별로 묶여서 돌아가며 연습하는 구조야.,64,,,,
김태승 교수님의 골프의이론과실제 수업 시험 어떻게 나와?,"시험은 출석 + 실기 중심이고, 중간은 실기 1회, 기말은 이론 + 실기로 이루어지는 경우가 많아.",64,,,,
공연예술의 이해와 참여 수업 온라인 수업이야?,"아니, 이 수업은 전부 대면 수업으로 진행돼.",65,,,,
공연예술의 이해와 참여 수업 프로젝트 있어?,"있어, 학기 말에 조별 공연(연극·뮤지컬 발표) 프로젝트가 있어.",65,,,,
공연예술의 이해와 참여 수업 중간고사 있어?,형식적인 중간고사는 없지만 중간 평가용 감상문·이론 자료 기반 과제가 중간고사 점수로 들어가.,65,,,,
공연예술의 이해와 참여 수업 기말고사 있어?,기말은 조별 공연 발표 또는 공연 기획안 PPT로 대체돼.,65,,,,
공연예술의 이해와 참여 수업 과제 있어?,매주 공연 영상 감상문 또는 외부 공연 관람 후 레포트 작성 과제들이 있어.,65,,,,
공연예술의 이해와 참여 수업 과제 어려워?,글 자체는 어렵지 않지만 분량이 많고 빈도가 높아 부담된다는 의견이 많아.,65,,,,
공연예술의 이해와 참여 수업 교수님 어때?,열정적이지만 진행·시간 관리·커뮤니케이션 방식이 호불호가 매우 크다는 평이 많아.,65,,,,
공연예술의 이해와 참여 수업 퀴즈 있어?,퀴즈는 없어.,65,,,,
공연예술의 이해와 참여 수업 난이도는?,팀플 비중이 매우 크고 과제가 많아 시간이 적게 남는 수업이라는 평가가 많아.,65,,,,
공연예술의 이해와 참여 수업 팀플 있어?,"있어, 학기 내내 조별 활동·회의·연습이 필수라 팀플 비중이 매우 높은 편이야.",65,,,,
공연예술의 이해와 참여 수업 시험 어떻게 나와?,시험은 필기시험보다 감상문·보고서·조별 공연 실기 발표로 평가하는 구조야.,65,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 온라인 수업이야?,"아니, 이 수업은 대면 수업으로 진행돼.",66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 프로젝트 있어?,"있어, 조별 발표 프로젝트가 한 번 있어.",66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 중간고사 있어?,중간고사는 따로 없고 발표·과제가 중간 평가로 반영돼.,66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 기말고사 있어?,"기말고사가 한 번 있고, 시험 범위를 거의 알려주시고 쉽게 나오는 편이야.",66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 과제 있어?,온라인 제출 과제와 발표 평가용 피드백 작성 과제가 있어.,66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 과제 어려워?,과제들은 난이도가 낮고 부담 없이 할 수 있는 수준이야.,66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 교수님 어때?,교수님은 친절하고 공정하게 평가하시며 설명도 차분하게 잘 해주시는 편이야.,66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 퀴즈 있어?,퀴즈는 없어.,66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 난이도는?,발표만 무난히 하면 전반적으로 듣기 쉬운 편의 수업이야.,66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 팀플 있어?,"있음, 조별 발표 한 번이 팀플 형태로 들어가.",66,,,,
이상연 교수님의 음악을 통한 심리학의 이해 수업 시험 어떻게 나와?,기말시험은 교수님이 수업 중 강조한 내용 중심으로 거의 알려주고 나오는 쉬운 서술형·객관식 혼합 형태야.,66,,,,
음악감상법 수업 온라인 수업이야?,"응, 사이버 온라인 수업이고 기간 안에 영상만 보면 되는 방식이야.",67,,,,
음악감상법 수업 프로젝트 있어?,"별도의 발표나 팀 프로젝트는 없고, 영상 시청 + 정리/과제 + 시험으로만 진행돼.",67,,,,
음악감상법 수업 중간고사 있어?,"있어, 보통 온라인 객관식/단답형 중간고사를 한 번 봐.",67,,,,
음악감상법 수업 기말고사 있어?,"기말고사도 있고, 강의 내용·학습정리(pdf로 만든 요약본)에서 그대로 나와서 준비하면 어렵지 않아.",67,,,,
음악감상법 수업 과제 있어?,"있어, 강의 내용 정리나 감상 정리 같은 온라인 과제를 기간 내에 제출하면 돼.",67,,,,
음악감상법 수업 과제 어려워?,"리뷰 기준으로는 난이도 낮고, 성실히만 하면 누구나 할 수 있는 수준이라 크게 어렵지 않다는 평이야.",67,,,,
음악감상법 수업 교수님 어때?,"교수님 설명이 비교적 차분하고 정리돼 있어서, 강의만 잘 들으면 시험 준비가 편하다는 분위기야.",67,,,,
음악감상법 수업 퀴즈 있어?,자잘한 퀴즈보다는 과제와 중간·기말 시험 위주라 따로 퀴즈는 거의 없다고 보면 돼.,67,,,,
음악감상법 수업 난이도는?,3학점이면서 절대평가 + 공부 범위가 명확해서 학점 따기 쉬운 ‘꿀교양’이라는 리뷰가 많아.,67,,,,
음악감상법 수업 팀플 있어?,"팀플 전혀 없고, 전부 개인 과제·개인 시험이야.",67,,,,
음악감상법 수업 시험 어떻게 나와?,"시험은 강의에서 제공된 내용/학습정리에서 그대로 나오고, pdf 정리해서 Ctrl+F로 찾으면서 보면 A+ 받기 쉽다는 식의 사이버 온라인 시험이야.",67,,,,
배드민턴의 이해와 실제 수업 온라인 수업이야?,"아니, 전부 대면 실습 수업이야.",68,,,,
배드민턴의 이해와 실제 수업 프로젝트 있어?,프로젝트는 없고 실기 중심의 운동 수업이야.,68,,,,
배드민턴의 이해와 실제 수업 중간고사 있어?,"있어, 중간고사는 기본기 중심의 실기 평가로 진행돼.",68,,,,
배드민턴의 이해와 실제 수업 기말고사 있어?,기말도 실기 시험 형태로 진행돼.,68,,,,
배드민턴의 이해와 실제 수업 과제 있어?,과제는 거의 없고 실기 참여가 핵심이야.,68,,,,
배드민턴의 이해와 실제 수업 과제 어려워?,과제 자체가 거의 없어서 어려울 건 없어.,68,,,,
배드민턴의 이해와 실제 수업 교수님 어때?,교수님이 매 시간 학생 한 명씩 자세를 봐줄 정도로 적극적이고 친절하다는 리뷰가 많아.,68,,,,
배드민턴의 이해와 실제 수업 퀴즈 있어?,퀴즈는 없어.,68,,,,
배드민턴의 이해와 실제 수업 난이도는?,배드민턴을 조금이라도 쳐본 사람에게 유리하지만 초보자도 교수님이 잡아주셔서 충분히 따라갈 수 있는 난이도야.,68,,,,
배드민턴의 이해와 실제 수업 팀플 있어?,"없어, 개인 실기 형태로 평가받아",68,,,,
배드민턴의 이해와 실제 수업 시험 어떻게 나와?,시험은 자세·기본기 중심의 실기 평가로만 이루어지고 실제 경기력보다 기본기 습득이 더 중요하게 반영돼.,68,,,,
이우진 교수님의 국제관계와 질서 수업 온라인 수업이야?,"대부분 후기에서 “월요일 1교시”라고 언급하며 오프라인 출석을 말함.
다만 출석 인정 시간이 널널해서 20분까지 인정해주는 등 출석 부담이 적다는 평가가 많음.",69,,,,
이우진 교수님의 국제관계와 질서 수업 프로젝트 있어?,"프로젝트 없음. 팀플 없음.
수강생들이 반복해서 “혼자 듣기 정말 좋은 수업”, “팀플 없고 부담 없다”고 평가.",69,,,,
이우진 교수님의 국제관계와 질서 수업 중간고사 있어?,"중간고사 매우 쉬움

강의안 내용 그대로

기본 개념 위주 객관식

조금만 공부해도 충분히 고득점 가능한 구조

학생들이 “진짜 쉽다”, “학점 잘 주려는 게 보인다”고까지 말했을 정도.",69,,,,
이우진 교수님의 국제관계와 질서 수업 기말고사 있어?,기말은 시험 대신 레포트,69,,,,
이우진 교수님의 국제관계와 질서 수업 과제 있어?,"크게 부담되는 과제 거의 없음.
어떤 리뷰에서 “과제 하나 있다”고 했지만, 대부분은 기말 레포트 외에는 특별한 과제가 없었다는 흐름",69,,,,
이우진 교수님의 국제관계와 질서 수업 과제 어려워?,"교수님이 레포트 기준을 알려줌

여러 번 피드백 해주는 방식

스스로 어렵게 느끼기 힘든 난이도",69,,,,
이우진 교수님의 국제관계와 질서 수업 교수님 어때?,"열정적인데 과하지 않음

학생을 진심으로 챙겨줌

소통을 중요시함

말이 조금 많다는 의견은 있으나 전체적으로 친절하다는 평가가 압도적",69,,,,
이우진 교수님의 국제관계와 질서 수업 퀴즈 있어?,리뷰에 “퀴즈” 언급 없음.,69,,,,
이우진 교수님의 국제관계와 질서 수업 난이도는?,"""꿀교양이다.”

“중간 쉽고 기말은 레포트라 부담 없음.”

“처음 접하는 내용인데도 반복 설명 덕분에 어려움 없었다.”

“학점 잘 맞기 쉬운 수업.”",69,,,,
이우진 교수님의 국제관계와 질서 수업 팀플 있어?,없음.,69,,,,
이우진 교수님의 국제관계와 질서 수업 시험 어떻게 나와?,"🔹 중간
객관식
강의안에서 그대로 출제
기본 개념 중심
난이도 매우 낮음

🔹 기말
시험 없음
레포트 제출
교수님이 기준을 알려주고 피드백을 직접 해줘 난이도가 낮음",69,,,,
유현선 교수님의 국제관계와 질서 수업 온라인 수업이야?,오프라인 수업이며 영상·설명이 번갈아 진행돼 다소 중구난방이라는 평가가 있음.,70,,,,
유현선 교수님의 국제관계와 질서 수업 프로젝트 있어?,프로젝트는 없고 영화 감상평·논문 감상문·독후감 중 택1 과제가 있음.,70,,,,
유현선 교수님의 국제관계와 질서 수업 중간고사 있어?,"있음, 중간 문제를 어느 정도 알려주는 편이라 크게 어렵지 않다는 리뷰 존재.",70,,,,
유현선 교수님의 국제관계와 질서 수업 기말고사 있어?,"있음, 오픈북(인쇄물만 가능)으로 진행돼 부담은 적은 편.",70,,,,
유현선 교수님의 국제관계와 질서 수업 과제 있어?,"있음, 독후감·논문·영화감상평 중 선택 과제 1개 제출.",70,,,,
유현선 교수님의 국제관계와 질서 수업 과제 어려워?,난이도는 보통 수준이며 주제 선택에 따라 부담이 달라짐.,70,,,,
유현선 교수님의 국제관계와 질서 수업 교수님 어때?,학생 의견 반영하려 노력하지만 말이 많고 설명·영상이 뒤섞여 체계적이지 않다는 의견과 무던하고 태도 좋은 분이라는 의견이 공존함.,70,,,,
유현선 교수님의 국제관계와 질서 수업 퀴즈 있어?,퀴즈 언급은 없음.,70,,,,
유현선 교수님의 국제관계와 질서 수업 난이도는?,"전체적으로 중간 난이도, “국제관계 기초 지식 생기는 정도”라는 평가.",70,,,,
유현선 교수님의 국제관계와 질서 수업 팀플 있어?,없음.,70,,,,
유현선 교수님의 국제관계와 질서 수업 시험 어떻게 나와?,"중간은 기본 내용 중심, 기말은 오픈북, 시험 자체는 어렵지 않지만 수업이 다소 산만해 준비 과정이 애매할 수 있음.",70,,,,
정의솔 교수님의 여성학 수업 온라인 수업이야?,"기본적으로 오프라인 대면 수업이며,
중간고사 기간에는 영상 시청으로 대체, 특정 주차에 줌 대면(비대면) 수업이 있었던 후기 존재.",71,,,,
정의솔 교수님의 여성학 수업 프로젝트 있어?,"있음.

팀 발표 2번

기말 프로젝트(팀 발표형, 약 10분)

매주 팀 토론 + 패들릿 작성

수업 중 팀별 워크시트 작성 활동",71,,,,
정의솔 교수님의 여성학 수업 중간고사 있어?,"중간고사 없음.
중간은 영상 시청으로 대체함.",71,,,,
정의솔 교수님의 여성학 수업 기말고사 있어?,"서술형 시험 없음.
대신 아래가 기말 평가로 들어감:

팀 프로젝트 발표

책 읽고 서평 2페이지 작성(기말 대체과제)",71,,,,
정의솔 교수님의 여성학 수업 과제 있어?,"많음.

매주 팀 토론 후 패들릿 작성

팀 발표 2회

기말 프로젝트

서평 2페이지

수업 중 조별 활동 및 워크시트 작성",71,,,,
정의솔 교수님의 여성학 수업 과제 어려워?,"난이도는 중간~높음.
내용 자체가 가볍지 않고,
발표 시 왜 이 자료를 넣었는지, “생각이 무엇인지” 등 교수님 질문에 제대로 답하지 못하면 감점된다는 리뷰 다수.",71,,,,
정의솔 교수님의 여성학 수업 교수님 어때?,"내용 수준이 있고 등록금 아깝지 않다는 평가 있음 // 질문에 대한 답변을 통해 사고를 확장시키려 함 굉장히 깐깐하다는 의견 있음, 수업 내용이 거의 전공수업 수준으로 빡세다는 후기",71,,,,
정의솔 교수님의 여성학 수업 퀴즈 있어?,"있음.

10문제 정도 쪽지시험 1회

수업자료(PPT)만 잘 보면 충분히 풀 수 있다는 리뷰 다수",71,,,,
정의솔 교수님의 여성학 수업 난이도는?,"중상~높음.

2시간 풀강이 기본

매주 팀 활동

팀과제 전문성 요구

쪽지시험 있음

수업 자체가 가볍지 않음

학점 채우기로 듣기에는 빡세다는 의견 다수.",71,,,,
정의솔 교수님의 여성학 수업 팀플 있어?,"있음.

팀 발표 2번

팀 토론 매주

팀별 패들릿 작성

기말 팀 프로젝트

팀을 잘 만나야 한다는 리뷰 많음.",71,,,,
정의솔 교수님의 여성학 수업 시험 어떻게 나와?,"필기시험은 거의 없음.

중간: 영상 시청

기말: 서평 2페이지 + 기말 프로젝트 발표

쪽지시험만 한 번 있음 (10문제 수준, PPT 기반)",71,,,,
허연숙 교수님의 여성학 수업 온라인 수업이야?,"기본적으로 오프라인 수업.
다만 학생 후기 중 일부에서 줌(비대면) 진행한 주차가 있었다고 언급됨.",72,,,,
허연숙 교수님의 여성학 수업 프로젝트 있어?,"팀 프로젝트나 팀 발표 없음.
→ 개인 기반 수업이며, 구조는 아래와 같음:

매주 자기 생각을 글로 작성하는 과제 1개

중간·기말 모두 서술형 글쓰기 시험

책을 반드시 구매해야 하는 경우 있음 (과제용)

즉, 팀플성 활동은 없고 지속적인 글쓰기 기반 수업.",72,,,,
허연숙 교수님의 여성학 수업 중간고사 있어?,"있음.
→ 서술형 필기시험, 자신의 생각을 적는 형태.
일부 리뷰에서 “오픈북이었다”는 내용도 있음",72,,,,
