리뷰내용,평점,학기,전공트랙,과목코드,과목명,교수명,강의ID
지금 듣고있는데 저는 잘 모르겠어요.. 교수님은 착하신 것 같아요,,,알수없음,0685401,JSP와서블릿,김병철,1646515
백엔드를 주로 이용하여 데이터관련 공부를 하지만 팀플을 하다보면 전반적인 프런트와 백엔드를 다룹니다. 특히 팀플을 통해 수업이 진행되고 나름 수업이 괜찮다. 근데 팀플이다보니 사람 잘 만나야 되는 수업인 건 어쩔 수 없다. 시험 중간 기말+ 마지막 팀플 발표가 있다.,,,알수없음,0685401,JSP와서블릿,김병철,1646515
"교수님 자체는 좋으신 분 같고

학기 내내 팀프로젝트를 해야해서 팀원이 중요합니다
팀플 관련 과제가 좀 있는 편이고

중간 기말 다 시험봅니다
시험 준비를 어떻게 해야하나 조금 애먹었긴 한데
교수님께서 자료같은 것들 공유해주시기도 하고
수업 잘 들었으면 괜찮을듯 합니다

아마 HTML, CSS, JS, DB같은 것들 아예 노베면 
좀 힘들것 같습니다
관련 수업 어느 정도 듣고 오는게 좋을듯",,,알수없음,0685401,JSP와서블릿,김병철,1646515
지금 듣고있는데 아직까지는 뭐 낫배드 그냥 교수님이 과제가 좀 빡세긴함,,,알수없음,0685401,JSP와서블릿,김병철,1646515
팀원의 역할이 중요한거 같습니다. 팀플 비중이 높아서 팀원을 잘 만나면 별탈없이 잘 끝낼수 있지만 그렇지않으면 중간/기말 내내 고생해야합니다. 교수님께서도 노력하시는게 조 편성에도 신경을 많이써서 주제별로 비슷한 학생들끼리 배분해주시고 질문 같은것도 잘 받아주세요,,,알수없음,0685401,JSP와서블릿,김병철,1646515
"이 교수님 다른수업도 들었었는데 저번것도 그렇고 팀플 중심이 큰거같음. 팀원 잘 만나야됨 물론 중간기말 별도임
교수님 착하시고 여유있으심. 물어보면 설명도 잘 해주시는데 근데 뭔가 뭔가 수업에 아쉬움이 조금씩 남음.
DB관련 수업 듣고오면 듣기 쉬울듯함",,,알수없음,0685401,JSP와서블릿,김병철,1646515
"팀플 조원을 잘 만나는게 중요함. 잘못하면 한 학기 내내 고생함.
과제가 많기는 하지만 팀별로 하는 다 팀별로 하는 과제임. 
시험도 2번 보는데 어렵지는 않았음",,,알수없음,0685401,JSP와서블릿,김병철,1646515
"시험 공지가 너무 늦습니다.. 수업 시간에 무엇을 배웠는지도 잘 모르겠어요
그렇지만 교수님은 착하시고 자료들은 교수님 서버에서 다 받을 수 있어서 괜찮은 과목이었습니다.",,,알수없음,0685401,JSP와서블릿,김병철,1646515
너무 좋아요 강추!!! 교수님 사랑해요 사랑해요 사랑해요,,,알수없음,0685401,JSP와서블릿,김병철,1646515
저는 개인적으로 좋았습니다 진도 따라왔는지 확인 해주시고 교수님 데이터 들어가서 내가 하지 못한 부분들 볼 수 있어서 좋았어요,,,알수없음,0685401,JSP와서블릿,김병철,1646515
"교수님 자체는 좋다고 해서 들은 거지만 pbl 수업이 되면서 교수님한테 직접 배움을 받는 거는 줄어들어서 아쉬운 수업,, 팀원 운빨이 매우 심한 과목이라고 생각함. 교수님이 가르쳐주는 거는 얼마 없고 프로젝트를 팀원들끼리 만들어가야함",,,알수없음,0685401,JSP와서블릿,김병철,1646515
교수님은 좋으신 분인데 pbl이라 수업시간에 알려주는게 많이 없다는게 단점... 그래도 물어보면 친절하게 알려주세요! 시험이 두번 있기 때문에 pbl 수업치곤 성적에 프로젝트 비중이 그렇게 높지 않은것 같아요~ 매주 팀프로젝트 보고서같은거 제출해야되는게 귀찮긴함,,,알수없음,0685401,JSP와서블릿,김병철,1646515
팀원아 다신 보지말자 운짤로 학점 결정 물론 시험도 중요,,,알수없음,0685401,JSP와서블릿,김병철,1646515
"이 수업을 한줄로 평가하자면 '팀원이 중요하다.' 라고 할 수 있겠습니다.
저는 좋은 팀원들을 만나 과제를 잘 마무리 할수있었습니다.

수업은 팀플로 진행이 되고 PBL수업이지만 중간 기말이 있다는거 인지하시고 교수님이 실습할때 
수업 잘들어주시면 좋겠습니다.",,,알수없음,0685401,JSP와서블릿,김병철,1646515
"수업이 팀플로 진행 됨. 그래서 조원 잘 만나는게 제일 중요
잘못만나면 한 학기내내 스트레스 받음
딱히 교수님이 알려주시는 건 별로 없고  html css js DB 등 배워던 걸 활용해서 팀원들끼리 웹이나 앱 하나 만들어야 함
중간 기말 둘 다 실시간으로 시험도 봄(오픈북임)
학점은 잘 주시는 듯",,,알수없음,0685401,JSP와서블릿,김병철,1646515
"워낙 사이버/비대면 수업이라서 조원들이 아는게 진짜 없습니다.
막상 프로젝트에 들어가면 조장이 모든 걸 떠안고 해야할 수 있기 때문에
안일하게 공부 대충하고 넘기시면 안된다고 생각합니다. 결국 조원 운이 중요합니다.",,,알수없음,0685401,JSP와서블릿,김병철,1646515
가끔 교수님 평가 지표가 뭔지 의아한 것도 있긴 한데 패드백 잘 주시고 학점은 잘 채워서 주심,,,알수없음,0685401,JSP와서블릿,김병철,1646515
"JSP 소스나 수업관련파일 알드라이브로 주시고
css html 관련된 걸 배움

전공수업인 만큼 뒤로 갈 수록 어려워짐
html    table태그 a태그 p태그 등등
수업 잘 따라가야 됨 
(수업 놓치면 교수님 알드라이브 스리슬쩍가서 파일 다운받는 꼼수..... ㅋ)
교수님 굉장히 신사스럽고 잘가르치심👍👍
모르면 손 들고 꼭 질문하고 메모장켜서 소스코드 익숙해 질 때 까지  보고 익히세요

인터넷프로그래밍 (html) , 데이터베이스, 자바 수업(tomcat)을 안 들으셨다면 듣고 수강하는걸 추천",,,알수없음,0685401,JSP와서블릿,김병철,1646515
"과제 몇번없고 시험 문제 찝어주시긴 하는데 수업때 설명해주시는 내용반 찝어준거 반 이렇게 나옴,  수업은 사이트 제작하고 서버랑 연결하는거 간만 보는건데 이때 못따라가서 포기하는 사람들 많으니까 그냥 앞자리 앉아서 교수님 치는거 따라치기만하면 됨, 데베 배우고 들으면 도움 많이되고 수업 1교시때 잡다한 이야기좀 하다가 수업하고 마지막에 일찍 끝내주는 교수님임,",,,알수없음,0685401,JSP와서블릿,김병철,1646515
"수기로 이산수학 교과서를 만드는 수업입니다.
테블릿이 사용 불가능하거나 분량이 정해져있거나 수기임에도 글자 포인트가 정해져있는 등등등의 제약이 많습니다.

내용 자체는 뭐 초중딩도 할만한 내용입니다.",,,알수없음,0154702,이산수학,최미영,1888220
"과제가 쉽지만 상당히 많습니다
하지만 교수님도 착해서 좋습니다
시험 난이도가 꽤 있는데 공부하면 커버할만하고
사강이라 그런지 시험에서 ai쓴 애들한테 밀려요",,,알수없음,0154702,이산수학,최미영,1888220
과제는 쉬운 편임. 하지만 원하시는 분량이 많아 가끔씩이 분량을 맞추기 힘들었음. 강의 내용은 쉬운 편임. 교수님께서 이해하기 쉽게 설명해 주셔서 좋았음. 만나서 강의하지 않는 올 사강인데도 불구하고 문의를 드리면 다른 교수님들과는 다르게 너무나 친근하게 대해 주심. 아직 학교 와서 강의는 많이 못 들어봤지만 가장 재미있었던 강의였음.,,,알수없음,0154702,이산수학,최미영,1888220
교수님께서 정말 열심히 가르쳐주시지만 보이는 모든것을 필기해서 내는 것이 제출이기때문에 손이 너무 아픔. 그래도 교수님께서 정말 열심히 가르쳐주심,,,알수없음,0154702,이산수학,최미영,1888220
"친절하게 알려주시고 되게 열정적이심.
덕분에 수포자인데 열심히 공부하게 되고 좋은 성적 받았음.
 끝나고도 많은걸 얻어 갈수 있었던 강의였던거 같음",,,알수없음,0154702,이산수학,최미영,1888220
"과제의 난이도 자체가 높다기보다는, 분량이 많아서 부담이 컸습니다. 매주 수업 내용을 정리해서 제출해야 했고, 단순 요약뿐 아니라 문제 풀이까지 포함되어 있어서 시간이 많이 걸렸습니다. 문제들이 어렵다기보다는, 풀이에 시간이 많이 소요되는 유형이 가끔 있었는데 이 점이 힘들었습니다. 개인차는 있겠지만, 저는 매주 과제를 최소 10페이지 이상 정리해서 제출했습니다.
반면 수업은 괜찮았어요. 재미있었고 난이도도 쉬운편 이라고 느꼈습니다.",,,알수없음,0154702,이산수학,최미영,1888220
진짜 모르는 부분 하나하나 다 설명해주시고 진도도 천천히 나가셔서 A+ 받기 진짜 쉬운 강의입니다 꼭 들으세요!!,,,알수없음,0154702,이산수학,최미영,1888220
교수님 엄청 친절해요. 배우는 것도 쉽고 따라가기만 하면 걍 A 받아요,,,알수없음,0154702,이산수학,최미영,1888220
"최미영 교수님 수업 두 번째 듣는데 항상 열정 넘치세요.
질문하면 친절하게 알려주시고, 과제도 매주 따라오기만 한다면 자동으로 공부도 돼서 따로 많이 할 필요는 없다고 생각해요.
과정 하나하나 쓰는 게 귀찮을지라도 수학을 풀 때 풀이 과정이 많이 중요하다는걸 알아서 그냥 열심히 쓰고 공부했어요.
사이버 원하는 학생들은 사이버로 수강 가능했고, 대면 학생들도 복습 차원으로 사이버 강의 볼 수 있어서 너무 좋았어요.
다음 번에도 최미영 교수님 강의 들으려고요.
수업 시작할 때 전자출결 하고 중간에 호명도 합니당",,,알수없음,0154702,이산수학,최미영,1888220
교수님 너무 좋으시고 친절하시고 수학 못해도 다 할 수 있어요 강의만 열심히 들어도..시험도 쉽습니다 개추천,,,알수없음,0154702,이산수학,최미영,1888220
"사이버로 듣고 싶은 학생들은 사이버로 들었어요! 교수님이 되게 잘 알려주셔서 저는 좋았어요
과제는 매주 있고 중간 기말 시험 있어요 근데 시험문제가 개인적으로 쉬웠어요",,,알수없음,0154702,이산수학,최미영,1888220
"사이버로 돌려주신 것도 좋고 강의내용도 쉽고 다 좋은데 과제, 시험에서 모든 풀이과정 다 쓰는게 너무 짜증나네요. 행렬부터 눈으로 슥슥 풀면 되는걸 사소한 과정까지 다 써서 10줄은 더 작성합니다. 손가락 노동 열심히 했어요.",,,알수없음,0154702,이산수학,최미영,1888220
진짜 완벽한 수포자인데 이 수업 듣고 수학이 재밌어짐. 내가 수학에 대한 개념과 지식이 없어도 하나하나 다 짚어서 설명해 주시기에 아주 나이스하다고 장담함. 꼭 들으셈 제발🙏,,,알수없음,0154702,이산수학,최미영,1888220
쉽게 가르쳐주시고 학생들을 배려해주시는게 느껴짐,,,알수없음,0154702,이산수학,최미영,1888220
"과제는 매주 있고, 중간기말 다 봤어요. 시험문제는 개인적으로 쉬웠음. 수업 잘듣거 필기과제 앉고 내면 괜찮게 받을 수 있어요.",,,알수없음,0154702,이산수학,최미영,1888220
"교수님 짱짱 좋아요! 과제는 매주 있고요 문제 풀면서 정리노트 작성이라 금방 끝나요. 시험은 중간, 기말 다봅니다.",,,알수없음,0154702,이산수학,최미영,1888220
솔직히 과제만 하고 글쓰면서 내용 익히면 되는 수업이라 어려울건 없어요 진도도 그렇게 빠르지도 않았고 원래 이산이란게 저 속도 안 맞추면 행렬에서 끊겨요 중간 기말 있고 처음에 전자출석 나갈 때 이름 호명하셔요,,,알수없음,0154702,이산수학,최미영,1888220
쉽게 가르쳐주심 재밋엇음 주마다 내야하는 과제가 좀 귀찮긴한데 어렵진않음 교수님 좋으심,,,알수없음,0154702,이산수학,최미영,1888220
내용도 쉽게 잘 가르쳐 주셔서 처음 접하는 내용도 쉽게 이해할 수 있었어요 매주 과제만 잘해도 시험 보는데 무리 없는듯,,,알수없음,0154702,이산수학,최미영,1888220
"어렵지 않고 아주 쉽고 잘 가르쳐주십니다.
나중에 다른 과목을 할 때 기초가 되는 부분이라 열심히 들으시면 도움 많이 될겁니다",,,알수없음,0154702,이산수학,최미영,1888220
날로 먹을 수 있는 강의는 전혀 아닙니다.교재 예문을 그대로 써서 수업하시고 시험은 응용 문제로 나옵니다.복습 안하면 다음 수업 이해 못합니다...,,,알수없음,0367001,C언어프로그래밍,정원석,2404440
시험도 정말 어렵고 예습과 복습을 안하면 정말 따라가기 힘든 수업. C언어 처음 배우는 학생 입장에서는 설명을 너무 어렵게 하십니다,,,알수없음,0367001,C언어프로그래밍,정원석,2404440
"교수님 인품은 좋으신 것 같지만
솔직히 초보자인 학생 눈높이에서 맞춰주시는 수업이 아니라
일방적으로 계속 설명만 하는 느낌이라서 좋지는 않았습니다..
코딩 배우신적 있거나 어느정도 지식있는분들이 수강하면 진도 빠르게 나가셔서 잘 맞으실듯 합니다,",,,알수없음,0367001,C언어프로그래밍,정원석,2404440
"교수님도 열의가 있으시고 수업시간에 최대한 많이 알려주려고 하십니다. 
과제도 수업시간에 실습한거 제출하기고 시험도 수업시간에 푼 것들 비슷하게 내시니까 수업만 잘 듣고 따라온다면 학점 잘 받습니다.",,,알수없음,0367003,C언어프로그래밍,구미순,2825591
"설명은 쉽게 잘해주시는데 예제문제를 풀고 손들어서 예제문제 푼거 설명해야함 약 3번에 기회를 주심 당일에 설명할 자신이 있으면 이 강의 추천 그렇지 않은 이상 친구랑 같이 하거나 추천하지 않음 중간,기말 전에 한 번 더 기회는 주심 그래도 기억에는 오래 남음",,,알수없음,0367003,C언어프로그래밍,구미순,2825591
"틀리거나 이해 못할때마다 짜증내셔서 스트레스 받았었음...
조금 아시는 분은 괜찮을 듯 아예 모르시면 예제 푸는 과제가 있는데 수업시간 안에 못하면 기회 날리는 거라 마찬가지예요
대신 수업시간 외 과제는 없었어요",,,알수없음,0367003,C언어프로그래밍,구미순,2825591
수업시간때 예제 잘 풀고 그러면 시험문제는 그닥 어렵지않을듯,,,알수없음,0367003,C언어프로그래밍,구미순,2825591
"학생이 어떻게 잘 배워갈지 고민하신 흔적이 보입니다.
 교수님 최고십니다.",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
교수님이 너무 좋음 미치겠음 교수님이 이수업의 최고의 장점임 사랑해요,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"학생에게 관심이 많고 상당히 적극적이신 교수님.
시험도 중요포인트 잘 지명해주심",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"과 잘못 선택했다고 생각했었고, 코딩에 관심 x 였는데 
그룹 프로젝트에서 조원을 잘 만난편은 아니지만 조장이랑 같이 고군분투 하며 코드를 짜고 그 과정에서 과에 대한 확신과 코딩하는 재미를 느꼈습니다 중간, 기말을 잘 본 편은 아니고 네명인 조에서 두명에서만 프로젝트를 하다보니 기말 시험 공부를 잘 못 챙겼었는데 프로젝트를 좋게 보신건지 A 받았습니다 ㅎㅎ. 만약 성적 잘 못 받았으면 너무 충격이 커서 전과 했을텐데.. 과에 대한 확신과 공정한 프로젝트 결과 주셔서 감사할 다름입니다.. 
본가랑 학교가 멀지만 방학에 학교와서 교수님이랑 코드 짜고 싶다는 생각이 들 정도의 수업이었습니다! 한 학기 잘 배우고 갑니다 감사합니다 ㅎㅎ",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
과제도 별로 없고 기초부터 알려주셔서 좋았어요,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
C언어 수업중에 추천하는 수업입니다......,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
너무 신격화하는듯..............,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"진짜 이승화 교수님은 혁명입니다..
진짜 너무 친절하신 것도 사실이지만 코딩에 있어 코짜도 모르던 저에게 코딩에 코짜도 알게 해주셨고 코딩에 있어 재미를 느끼게 해주셨습니다. 그리고 따로 질문 사항 같은 거 여쭤볼 때면 학생의 시선에서 쉽게 풀어서 알려주셨으며 수업 방식과 시험 방식 모두다 학생의 입장에서 배려해주신 것이 느껴졌습니다. C언어를 처음 배우고 내가 아직은 코딩에 흥미가 안 느껴져서 이젠 달아나고 싶다는 생각이 드시는 분들은 꼭 본 교수님의 수업 들어보셨으면 좋겠습니다. 생각이 바뀌고 실력도 바뀌고 흥미도 바뀝니다. 교수님이 너무 최고!!",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
기말에 프로젝트 하나빼고는 괜찮았어요 추천합니다,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
좋음 과제도 별로 없다  선생님이 친절함 이해도 잘되고 사캠도 좋음,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
진짜 c언어를 몰라도 잘 알 수 있게 설명해 주시고 금방 금방 따라올 수 있도록 해주신다.,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"진짜 좋은 교수님임 열심히 하는 모습만 보이면 챙겨주심
근데 열심히 하면 성적은 잘 나올수 있음",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"이승화 교수님 사랑합니다
진짜 교수님 좋으심
팀플이 기말 과제로 1번 있는데 그거 끝나고 교수님이 팀플하면서 억울하거나 그런거 있으면 자기가 다 들어주겠다고 말씀하심
학생을 생각해주시는 교수님이심",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
대면강의 3시간과 사이버강의 1시간으로 아루어진 수업입니다. 과제는 기말고사 전에 코딩 조별과제를 내주시는데 이게 40점인가 45점으로 비중이 제일 큽니다. 조별과제를 수업시간때 할수있게끔 시간도 되게 오래 주시고 모르는거 여쭤보면 잘 알려주시고 피드백도 해주십니다. 그리고 교수님께서 돌아다니시면서 기여도 점수를 체크하시는데 조별로 제출한 과제 점수×기여도 점수를 하기 때문에 열심히 참여해야 합니다. 조별과제 보고서는 조별로 한명만 제출하면 되지만 보고서 점수 큽니다. 시험은 오픈북이긴한데 배운내용을 A4용지 한장(포스트잇 붙이는거 안됨)안에 정리해서 가져가는거고 제출안하면 점수 감점으로 알고 있습니다. 그리고 기말전에 조별과제하고 발표하고 마지막주에 바로 시험보기때문에 과제때문에 바쁠수도 있어서 미리미리 공부하는거 추천드립니다. 마지막으로 교수님이 사이버강의 꼭 들으라고 강조하시는 주가 있는데 사강 수업내용에 나오는 키워드 시험에 나오니까 꼭 들으세요.,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"C언어를 처음 듣는 저도  어렵지않게 수강 할수 있는
수업 이었던거 같습니다.  시험난이도도 수업만 잘 들으셨다면
그럭저럭 잘 풀 정도인것 같습니다 학생들을 배려하는게 보이시고 정말 놓히면 안되는 교수님입니다. 조원도 잘만나서
한학기 잘 마무리 했네요
정말 다른강의도 또 들어보고 싶습니다!!",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"C언어 강의는 그냥 이게 최고같습니다.
학생들을 배려하면서 진도를 나가시고
전반적으로 아예 코딩을 모르는 사람이 들어도
이해가 될 정도의 수업 수준입니다.

단 대면 3시간과 사이버 1시간이 있으니
이점은 유의하세요",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"중간 + 기말 + 팀프로젝트 존재
수업만 열심히 듣고 조금만 갖고 놀다보면
거의 다 풀 수 있음

팀프로젝트같은 경우 교수님께선 질문을 많이 하길 원하시고, 팀원과의 상호작용도 많이 지켜보심. 프로그램의 주제와 완성도도 중요하지만, 그 외적인것도 잘 챙겼을때 좋은 점수를 받을 것이라 생각됨.",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
교수님 덕분에 코딩 나름 잘 할수있게됨 기초부터 차근차근알려주시고 모르는거 질문하면 자세히 알려주심! 팀플이 있긴 하지만 본인이 맡은부분 팀원때문에 포기하지말고 열심히만 하면 점수 잘 받을수 있음,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"코딩이 좋아졌어요 처음으로 제 학과가 맘에 들어졌어요!!
진짜 결과보다 과정을 중요시하는 참된 교수님
그냥 교수님의 수업방식 등 모든게 만족합니다",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
열심히 하면 성적 잘 나옴. 교수님 진짜 좋으심 설명도 개념부터 파근차근 해주셔서 좋았습니다.,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
아주 수업 좋습니다!! 모둠 수업 없고 과제로 평가를 해서 점수 따기 쉽습니다. 파이썬에 대해 알기가 쉬워요. 오티 때 수업을 안 나가시고 빨리 끝내주십니다!!,,,알수없음,0367005,C언어프로그래밍,이성진,2994819
정말 쉽게 설명해주시고 열심히 하시면 좋은 성적 받을 수 있음,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
과제 한번있고 팀플없음 수업프리함 시험손코딩이라서 짱남 교수님 매번 10분정도 늦으심 수업시간에 흥얼거리심,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"수럽이 너무 좋음 굿 교수님도 너무 친절하심
과제도 아예없음",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"그냥 저냥 나쁘지 않게 들을만 한듯
하는만큼 나오는거같아요",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
수업도 잘 알려주시고 과제도 없고 꿀강의 추천합니다 ..!,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
교수님도 좋으시고 시험도 어렵지 않아서 열심히만 하면 학점 잘 받을 수 있어요!,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"중간,기말 2번보고 시험은 쉬운편 항상 첫시간 10분늦으시고 쉬는시간 잘지키시고 3번째 타임은 30분정도만 하고 보내주시는편 2시간만 하고 보내주신적도 2번정도 있음..",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"교수님 좋아요.
설명도 기초부터 차근차근 설명 잘 해주십니다.",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
수업도 자세하게 설명해주시고 출결 진짜 너그러우심,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"최고의 교수님이십니다 
처음 들어보는데 이해하기 쉽게 설명햐주십니다",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"최고십니다 진짜😭
c언어의 최고 교수님!!!!",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"교수님 항상 10분정도 늦으심
출석 너그러운 편
시험은 공부하는 만큼 나옴 크게 어렵지 않음
수업은 피피티로 설명해주시는데
조금 지루할 순 있음 그래도 친절하게 설명해주심
과제 아예 없었음",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"그냥 딱 열심히 하면 점수 따가는 과목
나쁘지않다",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
내가 이걸 뭘 들었는지 모르겠네 그냥 열심히 한만큼 성적 나오는 느낌?,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
ㅎㅎㅎ 전공치고 괜찮은 수업임 성적 공부한 대로 나옴,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
진도그냥 쭉쭉 나감 하번 놓치면 못 따라옴 수업 늦게시작하고 일찍끝내줌 개꿀이긴함,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"학점 잘 주심
시험도 공부하면 쉽게 술술 풀림
과제 딱 한 번 있음
출석 꼬박꼬박하고 시험만 잘 풀면 A이상 받음",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
들을만 한 수업입니다. 설명도 자세히 잘 해주시고 분위기도 좋슴니다.,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
기초답게 누구나 이해할 수 있도록 쉽게 따라올 수 있게 가르쳐주십니당,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"C언어 기초부터 잡고 싶으면 김귀정 교수님꺼 들으세요! 
밑에 강의평 처럼 수업시간 5~10분 정도 늦으시고 빨리 끝내주십니다.
진도는 한권을 다 끝내지는 못하십니다,,
과제는 딱 한번 있고
시험은 중간 한번 기말 한번인데
중간은 진짜진짜 쉽고 기말에서 아마 많이들 갈릴것 같아요

공부 조금이라도 하시면 아마 학점 잘 가져갈 수 있을거라 생각합니다 
컴공 교수님들이 다 그러신건지는 모르겠는데 대부분 다 학점 후하게 주시니까 열심히들 하세요!",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
정말 기초적인 내용 배웁니다 파이썬 처음하는데 나쁘지 않았고 시험 2번에 발표한번이랑 프로젝트 있었는데 시험도 그닥 어렵진 않고 발표도 부담 안가져도 되고 프로젝트도 그냥 코드 달달외우면 점수 잘 받을 수 있어요,,,알수없음,0948101,파이썬 프로그래밍,김동우,2825592
"파이썬에 대한 기초 다지는데 있어서는 적절하다고 생각합니다.
1학년이 많은데 다들 노력을 안해서 성실하게 하면 A+은 받을 수 있다고 봅니다. 과제는 없고 개인프로젝트로 맡은 주제에 대해 발표하고 동료평가+교수평가로 점수가 주어지고 중간 기말은 강의실에서 컴퓨터로 치고 중간은 쉽고 기말이 조금 더 어려웠습니다.
중간과 기말 사이에 프로젝트 평가라고 주어진 주제 내에서 하나 딱 잡고 코딩 채우는 시험도 있는데 어렵지 않습니다 
교수님이 말이 좀 어눌하다 느낄 수 있는데 병 후유증이라 이해해주셔야 합니다. 교수님 성격은 좋은 편이니 부담없이 들을 수 있습니다.
열심히 할 의지만 있다면 추천 드립니다!",,,알수없음,0948101,파이썬 프로그래밍,김동우,2825592
지금까지 제가 들었던 강의 중에서 가장 별로였던 강의였습니다. 싸강은 4주 차 때부터 올리지 않으시고 나중에 3~4개 올린 게 다입니다. 강의 방식도 설명해 주고 끝입니다. 배우는 게 전혀 없고 이 강의 글으시면 혼자 공부하셔야 하는 게 90% 정도 될 겁니다.,,,알수없음,0948102,파이썬 프로그래밍,양우석,2994820
"교수님 왜 하시는지 모르겠네요
가르칠 마음과 열정도 없어보이시고 한 학기 동안 오프라인은 항상 2시간에 온라인은 제대로 된 건 2~3번이 전부였음
진도도 너무 못 나가서 8주차 중간고사 때 결국 4주차 수업까지로만 시험 봤었던 듯
팀플이나 과제 없이 강의식 수업이라 진짜 꿀강인 건 인정
근데 배워가는 게 하.나.도 없었고 독학이나 다름없음
등록금 아까웠던 성의없는 수업",,,알수없음,0948102,파이썬 프로그래밍,양우석,2994820
"중간고사는 대면 기말고사는 비대면이었음
시험문제도 과제 내주시는 거에서 대부분 나오고 난이도도 엄청 쉬워서 변별력이 없음
시험 이후엔 피드백도 해주심
엄청 친절하시고 강의에서 다루는 내용도 어렵지 않아서 좋았음",,,알수없음,0948103,파이썬 프로그래밍,성정숙,2341364
"중간고사는 대면, 기말고사는 비대면 오픈북으로 치러졌습니다
수업 난이도가 많이 쉬운 편이라 편하게 들을 수 있으나 과제(문풀)/시험 둘 다 변별력이 없어서 학점이 갈릴 수 있어요",,,알수없음,0948103,파이썬 프로그래밍,성정숙,2341364
"판도라의 상자를 열었지만 알찼음
중간고사 대면 기말고사 비대면이였음 
공부한만큼 나옴 과제 내주시는거 잘 간직하고 있으셈
교수님 진짜 착하심 여기서 끝이 아니라 피드백도 잘 해주심
믿고 들으셈",,,알수없음,0948103,파이썬 프로그래밍,성정숙,2341364
"- 시험 : 중간(수시)고사는 대면으로 1시간 필기 시험이었고 기말고사는 원래는 대면 예정이었으나 변이로 인해 비대면 오픈북으로 1시간 실기로 치름. 시험 난이도는 하. 시험문제 모두 배운 내용안에서 똑같이 제출되었고 변형된 문제는 기말에서 한문제 있었음.

- 강의 : 비대면 녹화강의로 진행되었고 희망자에 한해서 11,12,13주차에는 대면강의를 진행하기도 했음.

- 과제 : 3번 있었고 교재에 포함되는 내용이여서 어렵지 않았음.

- 코딩을 처음 배우는 사람에게도 무리가 없을 거라고 생각되는 난이도였음. 다만 변별력이 떨어져 한문제로 학점이 많이 갈렸을 것이라고 생각됨. 개인적으로는 학점도 잘 받았고 조별과제도 없고 부담이 덜한 과목이여서 좋았음.",,,알수없음,0948103,파이썬 프로그래밍,성정숙,2341364
교수님 너무 좋으세요 ㅠㅠ 시험도 엄청 쉬웠고 과제도 배운거 다시 복습하는 식으로 내주셨다 ㅠㅠ,,,알수없음,0948103,파이썬 프로그래밍,성정숙,2341364
진짜 수업 들으면 학생들한테 맨날 짜증냄 무슨 질문만해도 짜증내고 수업도 ㅈㄴ열정없이 하면서 과제는 맨날 내줌 과제는 또 살짝 이라도 제대로 안하면 그냥 피드백도 없이 0점 줌 그냥 들으면 들을수록 스트레스 받는 수업 듣지마셈ㅇㅇ,,,알수없음,0948104,파이썬 프로그래밍,홍경호,2341363
학생에대한 존중이 없음 강의는 대충하면서 시험은 어려움,,,알수없음,0948104,파이썬 프로그래밍,홍경호,2341363
